536.000000	2.57025
538.000000	2.55849
540.000000	2.70372
542.000000	2.51372
544.000000	2.31785
546.000000	2.41968
548.000000	2.62418
550.000000	2.7482
552.000000	2.59547
554.000000	2.55096
556.000000	2.52387
558.000000	2.55037
560.000000	2.83797
562.000000	2.82039
564.000000	2.68255
566.000000	2.62677
568.000000	2.50109
570.000000	2.50172
572.000000	2.86495
574.000000	3.07027
576.000000	2.73587
578.000000	2.72102
580.000000	2.88642
582.000000	2.73982
584.000000	2.62753
586.000000	2.67257
588.000000	2.65642
590.000000	2.79734
592.000000	2.86325
594.000000	2.88622
596.000000	3.02673
598.000000	3.25675
600.000000	3.13694
602.000000	3.05502
604.000000	2.9216
606.000000	3.07063
608.000000	3.25397
610.000000	3.07528
612.000000	3.04098
614.000000	3.14287
616.000000	3.16701
618.000000	3.20212
620.000000	3.33631
622.000000	3.28231
624.000000	3.25037
626.000000	3.29887
628.000000	3.29227
630.000000	3.31629
632.000000	3.49637
634.000000	3.55521
636.000000	3.35308
638.000000	3.28541
640.000000	3.44365
642.000000	3.50414
644.000000	3.36125
646.000000	3.37371
648.000000	3.44068
650.000000	3.31245
652.000000	3.32761
654.000000	3.50389
656.000000	3.50648
658.000000	3.48629
660.000000	3.53205
662.000000	3.60569
664.000000	3.57694
666.000000	3.64401
668.000000	3.7133
670.000000	3.68412
672.000000	3.68555
674.000000	3.8857
676.000000	3.75253
678.000000	3.53813
680.000000	3.76551
682.000000	3.95637
684.000000	3.96597
686.000000	3.94847
688.000000	3.92403
690.000000	3.98283
692.000000	3.94003
694.000000	3.76561
696.000000	3.81548
698.000000	4.02292
700.000000	4.09353
702.000000	4.09018
704.000000	4.11588
706.000000	4.31814
708.000000	4.32848
710.000000	4.30088
712.000000	4.45707
714.000000	4.56765
716.000000	4.57762
718.000000	4.72748
720.000000	4.82919
722.000000	4.90302
724.000000	4.97477
726.000000	5.0271
728.000000	5.10569
730.000000	5.17525
732.000000	5.11425
734.000000	5.2669
736.000000	5.35284
738.000000	5.29312
740.000000	5.41271
742.000000	5.58742
744.000000	5.81768
746.000000	5.99976
748.000000	6.02265
750.000000	6.02574
752.000000	6.13025
754.000000	6.22994
756.000000	6.14075
758.000000	6.2427
760.000000	6.34912
762.000000	6.46846
764.000000	6.42067
766.000000	6.30198
768.000000	6.18926
770.000000	6.15878
772.000000	6.2595
774.000000	6.23539
776.000000	6.12876
778.000000	6.1151
780.000000	6.14044
782.000000	6.27983
784.000000	6.25612
786.000000	6.11237
788.000000	5.96122
790.000000	5.94786
792.000000	5.9785
794.000000	5.80839
796.000000	5.62484
798.000000	5.55704
800.000000	5.41252
